student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
8841,10.1,97.6,5.9,59,C,Poor
5280,15.6,97.3,6.4,94.5,A,Excellent
7877,10.9,98,6.9,91.5,A,Excellent
6718,14.4,84.1,7.1,72.4,B,Average
1685,6.7,86.2,7.1,73.6,B,Average
153,24.79,81.41,3.4,99.8,A,Excellent
2496,20.7,90.4,7.8,100,A,Excellent
1511,7,78.2,7.2,58.1,C,Poor
7064,15.8,80.4,7.7,91,A,Excellent
6500,12.5,79.1,5.4,93.9,A,Excellent
8025,0,75.8,6.3,38.7,F,Poor
6645,8.2,87.2,10,85.4,A,Good
6785,19.8,99.6,2.9,97.3,A,Excellent
5100,15.5,79.2,5.5,77.7,B,Good
5648,26,75.5,5.9,100,A,Excellent
6972,14.6,78.5,9.1,76.7,B,Good
5999,18.3,88.2,5.1,99.9,A,Excellent
1882,26.3,73.9,6.4,100,A,Excellent
7532,19.3,90.4,7.4,81.6,B,Good
1480,11.9,84.9,2.4,84,B,Good
2818,17.6,78.1,8.1,86.2,A,Good
135,12.08,67.67,4.56,78.68,B,Good
8011,13,92.9,8.1,60.6,C,Average
5092,10.1,79.9,6.2,69.1,C,Average
5825,10.8,86.4,6.9,58.2,C,Poor
8298,17.6,99.7,5.3,87.5,A,Good
6811,18.1,97.8,9.1,100,A,Excellent
7115,22.4,94.9,4,100,A,Excellent
7584,24.6,67.6,7.5,100,A,Excellent
6493,21.7,93.5,6.2,100,A,Excellent
6685,15.1,76.7,5.9,98.2,A,Excellent
5255,9.3,76.1,5.9,79.7,B,Good
2880,13.7,100,3.8,90.7,A,Excellent
4426,7.1,92.5,6,73.3,B,Average
6695,18.6,83.4,7.3,100,A,Excellent
5783,18.2,100,9.4,87,A,Good
4452,11.5,66.3,5.5,90,A,Excellent
4588,21.4,73.6,1.6,91.4,A,Excellent
9020,19.7,84.2,1.6,96,A,Excellent
5053,17.4,78.8,4.3,97.5,A,Excellent
5462,19.6,66.9,6.3,100,A,Excellent
4982,21.2,77.2,4.4,100,A,Excellent
6631,4,89.1,7.9,72.3,B,Average
7974,11.4,79.8,5,64.8,C,Average
5609,21.3,74.8,6.3,99.2,A,Excellent
1415,10.5,89.7,7,76.2,B,Good
5498,10.4,100,5.6,67.3,C,Average
1758,21.7,95.7,7.7,97.4,A,Excellent
8839,24.9,99.3,4.6,100,A,Excellent
4416,19.3,83.6,3.3,84.2,B,Good
5947,10.8,97.3,7.5,76.3,B,Good
5738,24.9,69.1,5.8,100,A,Excellent
8260,16.9,73.1,7,83.8,B,Good
5871,10.6,85.8,4.7,68.8,C,Average
3438,6.1,81.1,6.6,77.8,B,Good
2017,13.1,86,6.2,81.4,B,Good
4289,25.6,70.5,5.2,100,A,Excellent
4390,19.1,70.4,6.1,100,A,Excellent
5289,10.8,92.7,5.7,77.7,B,Good
3222,20.3,81.2,1,100,A,Excellent
1793,13.9,84.6,4.6,92.8,A,Excellent
845,16.2,67.9,5.7,70.5,B,Average
5023,13.7,90.6,6.8,87.6,A,Good
3841,10.7,87.2,7.3,83.3,B,Good
164,12.26,85.46,4.53,63.97,C,Average
430,2.7,88,5.1,47,D,Poor
1217,10.3,68.5,5.5,86.5,A,Good
848,32.2,90.5,7.2,100,A,Excellent
3602,10,74.6,6.5,76.3,B,Good
5953,10,100,5.4,79.9,B,Good
4590,7.4,74.1,3.4,62.2,C,Average
3648,16.5,81.4,7.3,81,B,Good
4860,14,100,8.8,82.6,B,Good
4657,12.8,76.7,3.1,73.3,B,Average
6733,16,100,5.8,100,A,Excellent
2766,20.7,86.5,0,100,A,Excellent
1339,12.3,93.8,7.2,70.1,B,Average
8982,24.6,67.7,6.3,100,A,Excellent
5123,13.2,97.9,3.2,72,B,Average
8773,9.5,92.9,3.8,70.7,B,Average
3501,23.3,96.8,6.6,85.5,A,Good
7863,5.1,75.6,4.6,64.7,C,Average
2179,29.2,100,2.9,100,A,Excellent
7143,15.2,80.8,6.8,96.8,A,Excellent
833,8,79.4,4.8,71.7,B,Average
8271,4.7,81.1,5,59.5,C,Poor
6379,21.3,74,5,100,A,Excellent
8238,8.1,71.8,4.3,75.1,B,Good
8077,14.4,64,7,93.7,A,Excellent
4469,15.8,82.1,6,100,A,Excellent
1699,18.6,79.3,2.9,98.8,A,Excellent
7635,28,72.7,3.7,100,A,Excellent
1675,26.3,97.3,2.1,100,A,Excellent
1757,14,86.1,4.9,100,A,Excellent
4055,7.9,99.7,4.1,87.1,A,Good
7138,10.7,86.5,3.5,87.1,A,Good
8591,25.2,91.6,7.3,100,A,Excellent
6987,5.2,100,6.7,40.2,D,Poor
2593,14.7,73.5,4.3,100,A,Excellent
1746,16.7,75.5,6.6,91.6,A,Excellent
1205,15.3,93.1,4.4,87.3,A,Good
8396,21.3,80.4,8.3,89,A,Good
3053,13,80.9,8.1,90.6,A,Excellent
5823,7.2,76.7,6.6,73.3,B,Average
1904,17.6,63.4,5.4,77.8,B,Good
5546,3.3,87.1,6.8,54.5,D,Poor
4864,5.5,75.5,7.6,59.4,C,Poor
8577,15.1,93.1,8.8,98.2,A,Excellent
2016,13.6,77.6,6.5,79.8,B,Good
5469,12.7,87.3,4.8,89.7,A,Good
1119,16.4,99.3,10,88.4,A,Good
3018,0,78.8,9.4,36.8,F,Poor
4653,15.3,77.3,9,97.4,A,Excellent
8435,13,80.4,6.8,84.4,B,Good
5739,10.6,82.6,4.5,90.2,A,Excellent
3211,23.3,77.4,2.6,100,A,Excellent
5680,11.5,85,5.5,73,B,Average
609,2.5,94,7.6,51.9,D,Poor
3889,16,100,8.4,79.7,B,Good
7585,19.6,88.8,7.6,98.6,A,Excellent
9148,11.6,81,6.5,92.1,A,Excellent
8534,24.7,79.8,5.8,100,A,Excellent
2323,18.2,68.6,6.1,100,A,Excellent
5105,17.8,75.4,7.5,100,A,Excellent
4406,20.9,93.2,4,99.9,A,Excellent
4805,13.2,72.7,10,70.2,B,Average
3497,20.7,83.2,5,100,A,Excellent
6583,13.1,86.3,6.4,87.8,A,Good
2970,16.9,80.5,5.7,100,A,Excellent
1795,16.5,67.3,9.8,97.8,A,Excellent
7788,10.5,89.1,5.4,62.8,C,Average
4581,16.5,82.4,3.4,95.3,A,Excellent
3942,23.6,78.6,6.4,96.8,A,Excellent
5613,22.3,93.1,5.3,100,A,Excellent
6936,18.4,70.4,8.1,83.1,B,Good
4300,9.5,72.1,4.8,77.9,B,Good
1051,10.6,79.9,2.4,77.3,B,Good
7383,12.8,72.7,5.7,78.3,B,Good
6874,11.8,79.4,2.2,81.5,B,Good
3691,18.7,91,6.2,100,A,Excellent
5032,23.8,89.1,4.9,100,A,Excellent
327,23.1,81.6,3.7,98.6,A,Excellent
463,10.1,100,4.9,96.2,A,Excellent
2611,19.6,78,8.2,88.6,A,Good
2115,20.2,79.8,9.5,100,A,Excellent
2268,17.2,74.4,4.2,88.3,A,Good
3748,16.2,89.1,6.2,76.6,B,Good
7872,28.3,91.1,3.8,100,A,Excellent
4596,16.1,81.6,6.9,61.6,C,Average
1099,21.4,100,5.3,100,A,Excellent
1295,15.6,76.5,6.7,97.4,A,Excellent
6307,9.3,74.8,6.3,81.8,B,Good
1968,13.9,89.1,7.7,70,B,Average
2632,18.2,83.1,10,99.2,A,Excellent
7575,9.9,81.1,5.4,100,A,Excellent
8289,10.6,89.7,7.2,78.6,B,Good
2797,19,79.7,6.9,99.3,A,Excellent
1283,20,81.1,4.4,95.8,A,Excellent
7972,19.5,73.5,8.2,83,B,Good
4807,9.8,98,8.7,57.6,C,Poor
9138,22.4,95.5,6.5,100,A,Excellent
6236,21.8,99.7,5.5,100,A,Excellent
4916,16.5,91.8,5.7,100,A,Excellent
3774,9.7,69.9,5.5,61.4,C,Average
7710,8.9,89.9,5.3,81.8,B,Good
7775,20.7,81.9,5.7,100,A,Excellent
7718,23.2,90.2,4.1,100,A,Excellent
4379,17.1,95.4,8,78.1,B,Good
7923,6.2,76.9,6.7,66,C,Average
3786,11.1,83.6,4.9,81.3,B,Good
7494,15,78.7,6.8,94.1,A,Excellent
988,21.1,86.6,7.6,100,A,Excellent
8607,5.1,100,6.4,42.2,D,Poor
4202,7.4,96.1,10,60,C,Average
4100,15.5,93.3,5.3,72.7,B,Average
5647,10.7,73.5,6.3,56.8,C,Poor
1934,14.3,67.8,4.8,76.4,B,Good
6324,24.1,82.5,5.3,100,A,Excellent
4654,19.4,84.6,5.3,94,A,Excellent
6356,13.4,89,6.3,71.9,B,Average
7756,15.9,69.3,4.8,94.5,A,Excellent
1610,13.2,63.8,9.8,74,B,Average
2651,8.6,72.2,5.2,71.3,B,Average
3525,10.9,80.6,4.2,60.8,C,Average
2352,19.3,93.4,7.8,98.9,A,Excellent
1719,20,67.3,7.6,99.4,A,Excellent
6867,22.7,98.3,6.6,100,A,Excellent
1597,19.3,93.8,6.2,87.5,A,Good
5925,2.7,88.7,5.2,47.8,D,Poor
2872,18.2,93.5,8,89.4,A,Good
4924,24.9,100,5.1,100,A,Excellent
8343,33.1,70.3,7.3,100,A,Excellent
6266,16,67.3,8.2,74.4,B,Average
478,17.2,98.3,5.3,97.2,A,Excellent
4087,21,78.7,4.4,100,A,Excellent
5510,14,83.8,6.1,84.6,B,Good
7926,19.2,79.4,8,100,A,Excellent
56,15.22,94.1,8.03,56.85,D,Poor
1818,10,96,7.8,87.1,A,Good
3557,19.5,80.9,6.1,97.1,A,Excellent
5475,13.8,89.9,5.3,79.1,B,Good
4272,11.3,100,8.1,85.8,A,Good
3436,21.2,60.4,6.6,100,A,Excellent
7158,9.6,100,5.1,57.4,C,Poor
8990,11.9,77.9,4.3,92.5,A,Excellent
5312,23.6,91.4,4.5,100,A,Excellent
4687,9.4,78.6,6.3,75.7,B,Good
2420,5.7,93.2,6.8,72.2,B,Average
7289,21,65.8,5.6,100,A,Excellent
5365,13.7,84.1,6.5,87.4,A,Good
3204,24,100,4.9,95.4,A,Excellent
1910,16,90.4,5.7,100,A,Excellent
7431,15.3,95.1,6.3,90.2,A,Excellent
6513,9.7,100,7.8,67.9,C,Average
6647,18.9,90.3,4.9,100,A,Excellent
6090,14.7,66.4,4.1,85.8,A,Good
7888,3.4,84.4,7.7,64.8,C,Average
5958,19.2,83.8,4.8,100,A,Excellent
2606,13.7,97.7,2.8,68.7,C,Average
4015,14.4,74.9,7.8,98,A,Excellent
4475,20.9,74.3,3.8,100,A,Excellent
7614,12.3,78.5,10,100,A,Excellent
6570,24,100,7.6,100,A,Excellent
7804,16.3,89.9,7.1,75.9,B,Good
1315,15.1,100,8.1,83.4,B,Good
152,4.12,74.72,6.7,64.63,C,Average
7893,6.6,84.2,5.4,77.5,B,Good
2162,16.7,88.6,3.5,100,A,Excellent
712,14.3,93.9,8.4,93.7,A,Excellent
4098,10.9,85.8,8.5,79.5,B,Good
3374,27.7,92.8,3.9,100,A,Excellent
3049,18,91.8,8.4,100,A,Excellent
8509,10.8,82.4,4.9,56.7,C,Poor
8508,9.1,89.4,5.4,68.7,C,Average
7498,29.9,74.3,7.6,100,A,Excellent
2038,11.4,82.7,6.7,74.4,B,Average
7714,17.3,97.1,6,96.6,A,Excellent
2528,19.2,88.9,5.5,82.7,B,Good
3429,18.1,71.3,6.6,84.9,B,Good
2489,15.2,100,2.9,95,A,Excellent
5744,4.7,77.5,6,49.3,D,Poor
4731,6.7,71.4,6.5,94.1,A,Excellent
4650,13.4,56.6,4.1,95.3,A,Excellent
5291,26,68,7,100,A,Excellent
8689,29.3,98.3,4.3,100,A,Excellent
8305,20.8,85.3,8.8,99.9,A,Excellent
932,28.2,91.5,5.1,100,A,Excellent
6347,12,84.7,3.3,75.5,B,Good
1320,13.7,83.4,3.4,98.7,A,Excellent
1047,19.6,96.3,4.6,100,A,Excellent
7220,2.8,86.5,8.9,49.2,D,Poor
6624,14.7,100,6.2,83.1,B,Good
5346,26.7,70,6.5,100,A,Excellent
8800,23.3,79.7,3.9,100,A,Excellent
7113,24.2,85.7,3.3,99.8,A,Excellent
2626,9,83.5,5.4,71,B,Average
4438,13.1,92.5,5.1,79.2,B,Good
3589,23.7,72.2,2.9,100,A,Excellent
4169,21.9,85,3.6,100,A,Excellent
499,8.9,87.4,4,63.5,C,Average
283,26.1,100,3.9,100,A,Excellent
7837,19.9,90,2.2,100,A,Excellent
7910,20.5,100,7.7,100,A,Excellent
162,24.99,79.4,4.88,66.87,C,Average
6973,28.4,85.3,8.2,100,A,Excellent
1648,21.9,89.4,10,100,A,Excellent
1499,22.2,74,5.7,100,A,Excellent
6415,17.6,83.1,4.8,84.9,B,Good
419,23.3,66.9,4.6,100,A,Excellent
6309,14.5,75.7,9.6,87.7,A,Good
6510,25,86.4,10,100,A,Excellent
5809,33.9,89.8,7.9,100,A,Excellent
7116,12,67.6,7.1,82.5,B,Good
7188,29.9,79,5.5,100,A,Excellent
4919,24.5,100,6.6,100,A,Excellent
3419,6,94.5,8,84.4,B,Good
6072,4.4,93.7,5.8,71,B,Average
1906,18.1,72,9.7,87.4,A,Good
2503,12.7,67.7,9.3,81.1,B,Good
384,11.3,76.4,6.7,67.3,C,Average
2715,17.6,72.8,4.2,100,A,Excellent
8908,4.2,100,9.7,76.8,B,Good
6967,11,72.6,4.2,77.7,B,Good
8554,15.1,63.2,7.5,71.5,B,Average
920,16.4,90.4,6.5,80.4,B,Good
5354,23.1,89.7,7.3,99,A,Excellent
8464,7.3,85,4.7,58,C,Poor
1887,9.3,93.5,7.1,74.3,B,Average
2373,16.1,93.5,7.4,89.1,A,Good
2427,19,93.3,3.6,100,A,Excellent
8891,12.9,72.6,6.5,76.8,B,Good
3804,16.1,83.8,3.2,87.5,A,Good
2335,21.2,88.7,6.2,98.7,A,Excellent
2765,16.8,88.3,9.1,84.7,B,Good
3797,13.8,100,6.1,63.8,C,Average
2799,12.5,74.8,5.6,84.5,B,Good
5771,28.2,72.3,2.4,100,A,Excellent
8599,7.5,94.6,4,79.7,B,Good
9055,2.8,79.6,5.8,47.1,D,Poor
9116,21.4,84.4,6.6,95.9,A,Excellent
9110,17.9,85.3,10,90.1,A,Excellent
6173,12.3,86.2,4.1,71.2,B,Average
2159,24,99.3,9.5,100,A,Excellent
266,6.3,89.9,8.8,68.7,C,Average
6111,22.3,92.2,7.9,100,A,Excellent
4989,16.3,80.1,6.9,94.9,A,Excellent
2317,20.9,80,5.9,97.6,A,Excellent
4573,20.7,86.4,7.7,100,A,Excellent
2614,15,81.5,6,65,C,Average
1553,8.9,93.2,9.2,64.1,C,Average
3703,8.6,82.7,4.3,64.4,C,Average
8639,18.6,74.2,5,92.9,A,Excellent
8267,20.9,97.7,4.1,100,A,Excellent
5076,15.7,66.9,6,100,A,Excellent
8459,8.9,73,9,100,A,Excellent
3334,19,93.9,7.2,92,A,Excellent
5722,27.1,77.3,6.4,100,A,Excellent
3151,20.9,99.7,10,100,A,Excellent
4895,7.6,86.4,5.3,64.9,C,Average
259,18.1,74.1,3.5,98.1,A,Excellent
462,15.2,100,3.5,94,A,Excellent
8053,12,76.7,6,73.9,B,Average
8737,16.4,61.9,9.9,85.5,A,Good
8618,20.1,70,5.9,100,A,Excellent
4351,0.7,93.3,5.9,54.2,D,Poor
7352,15.9,94.2,9.5,92.5,A,Excellent
6635,9.7,91.8,4.5,68.4,C,Average
6688,8.5,93.5,5.8,60.2,C,Average
1575,18.3,98.6,8,88.9,A,Good
5636,19.9,66.9,2.9,100,A,Excellent
2262,17.8,87.4,6.3,82,B,Good
5891,13.4,99.8,5.4,87.1,A,Good
5931,8.2,73.2,5,89.9,A,Good
104,18.52,97.81,9.07,57.8,D,Poor
8228,30.3,91.4,5.5,100,A,Excellent
4723,15.2,69.2,7.5,65.4,C,Average
7137,10.4,82.9,9.6,56.6,C,Poor
7310,8.2,87.7,5.4,56.3,C,Poor
139,1.57,92.72,6.63,69.94,C,Average
1436,17,76.4,4.3,93.1,A,Excellent
7324,16.7,96.7,9.6,100,A,Excellent
2988,15.7,91,4.9,90.1,A,Excellent
5356,21.3,89.1,4,100,A,Excellent
2351,22.4,94,6.7,100,A,Excellent
1500,19.1,84.3,4.1,95.2,A,Excellent
2863,7.3,86.8,7.2,47.7,D,Poor
7520,19.7,80.7,4.5,93.7,A,Excellent
8008,25.5,81.8,3.8,100,A,Excellent
3007,18.4,94.5,9.3,97.5,A,Excellent
6093,13.9,80.2,6.4,76.6,B,Good
8384,23.7,77,7.1,100,A,Excellent
8907,20.1,81.4,4.4,92.5,A,Excellent
5250,18,84.5,8.1,90.5,A,Excellent
8935,19.4,92.6,10,99,A,Excellent
3705,14,90.6,7.6,81.6,B,Good
8695,14.8,86.8,5,79,B,Good
803,15.7,93,6.2,100,A,Excellent
8230,20.1,71.2,5.8,92.6,A,Excellent
7751,15.2,68.4,6.7,87.3,A,Good
5039,26.4,90.3,9.5,100,A,Excellent
762,15.9,80.6,4.6,98.1,A,Excellent
3459,15.1,98.7,4.9,100,A,Excellent
6977,17.2,86.1,4.5,87.2,A,Good
5916,8.7,77.9,7.7,73.5,B,Average
2079,14,88.6,9.4,97.5,A,Excellent
6126,9.6,100,7.5,71.8,B,Average
2927,14.2,87.8,6.2,75.7,B,Good
1862,20.7,80.2,5.7,100,A,Excellent
2549,22.1,83.8,4.1,100,A,Excellent
3926,12.6,91.2,6.8,69.8,C,Average
962,24.3,95.4,3.9,100,A,Excellent
6475,2.2,83.3,4.4,40.4,D,Poor
2480,19.9,99.9,6.2,96.9,A,Excellent
7464,6.9,73,6.1,66.5,C,Average
4865,14.5,81.2,6.9,93.4,A,Excellent
2462,20.2,80.5,6.9,100,A,Excellent
7263,17.7,89,6.8,95.8,A,Excellent
8826,5.4,80.9,3.9,70.4,B,Average
1941,17.2,72,10,100,A,Excellent
6684,14.6,92.8,4.4,92.7,A,Excellent
5888,9.2,93.1,4.6,70.7,B,Average
4680,16.8,86.2,8.3,100,A,Excellent
7479,28.4,69.3,4,100,A,Excellent
3302,8.4,89.9,5.9,53,D,Poor
1670,18.8,92.9,5.4,89.9,A,Good
8987,10.3,68.8,6.7,80.4,B,Good
2871,10.5,100,4,76.7,B,Good
4843,19.8,78.7,6.6,100,A,Excellent
8964,13.4,97.4,7.2,79.2,B,Good
5217,17,67.4,7.6,98.9,A,Excellent
8242,14.9,75.7,3.6,100,A,Excellent
953,6.2,70,8,62.4,C,Average
7927,8.7,86.2,5.6,72,B,Average
1712,14.2,78.3,6.7,79.8,B,Good
664,11.2,93.5,7.8,86.1,A,Good
7193,14.4,81.7,4.9,92.1,A,Excellent
4421,24.6,73.5,4.6,98.7,A,Excellent
1997,14.8,98,8.8,75,B,Good
718,16.1,100,5.9,97.3,A,Excellent
5639,12.6,59.3,4.9,77.9,B,Good
1514,1.9,98.3,5.3,70.1,B,Average
7043,18.2,83.9,7.7,100,A,Excellent
2881,0,73.6,7,51.1,D,Poor
1960,16.6,100,8.7,87.5,A,Good
2142,15.4,78.8,3.8,82.7,B,Good
224,3.7,100,5,63.1,C,Average
7706,12.9,80,2.7,79.8,B,Good
1168,18.9,73.6,9.3,95.4,A,Excellent
7165,9.8,59.5,7.6,74.3,B,Average
5028,11.9,93,7,82.5,B,Good
8547,15.6,79,8.9,78.2,B,Good
1512,13.6,86.6,4.1,75.6,B,Good
4827,15.6,89.6,5.5,80.9,B,Good
5206,20.8,69.5,1.7,100,A,Excellent
8971,12.3,78,4.5,100,A,Excellent
2068,14.1,91.2,9.2,82.5,B,Good
44,19.47,70.06,1.29,92.05,A,Excellent
485,9.7,79.7,4.8,74,B,Average
8715,22.8,81.1,9,100,A,Excellent
1198,18.9,85.3,7.2,91.3,A,Excellent
6298,7.1,92.2,7.2,74.4,B,Average
3697,11,97.6,9.6,73.5,B,Average
7370,11.5,71.1,6.8,68,C,Average
4204,8.2,75.5,3.5,69.8,C,Average
4251,22.5,88.6,5.8,100,A,Excellent
8483,28.4,100,6.2,100,A,Excellent
822,24.9,97.8,3.5,100,A,Excellent
3188,21.3,91.6,4.8,100,A,Excellent
3999,26.5,100,5.7,100,A,Excellent
3342,13.3,91.2,6.1,91.8,A,Excellent
8515,12,83.7,4.3,92.1,A,Excellent
6538,19.9,70.7,7.8,96.7,A,Excellent
6661,20.8,84.6,7.9,100,A,Excellent
5599,15.8,77.5,9.7,69.1,C,Average
8572,17.9,85.5,5.4,82.6,B,Good
3475,10,74,10,69.8,C,Average
39,8.02,87.36,7.19,43.66,D,Poor
3267,8.9,75,6.3,71,B,Average
3329,7.4,90.9,6.9,70.4,B,Average
1617,17.1,84.6,3.6,92.4,A,Excellent
5816,19.8,88.3,2.1,100,A,Excellent
1352,2.4,97.4,6.9,47.4,D,Poor
1732,12.6,92.8,4.8,82.4,B,Good
8393,26,100,5.9,100,A,Excellent
6285,10.8,84.6,3.5,96.2,A,Excellent
6584,4.2,79.4,6.8,54.9,D,Poor
4523,18.5,100,4.8,100,A,Excellent
639,6,91.7,5.3,49.8,D,Poor
415,17.3,91.6,5.5,89.6,A,Good
4368,15.2,79.3,8.3,85.8,A,Good
2858,13.4,71.6,6,71.9,B,Average
1883,6.4,82.7,5.2,63.2,C,Average
8838,5.6,100,6.9,53.3,D,Poor
5688,11.5,83.8,4.1,94.7,A,Excellent
2178,16.3,69,9.5,93.2,A,Excellent
6218,6.6,78.7,6.1,69.9,C,Average
6599,2.6,82.2,6.1,46.7,D,Poor
4818,8.9,82.8,7.7,71.4,B,Average
7275,25.1,93.6,4.1,100,A,Excellent
4888,26.3,75.1,4.1,100,A,Excellent
8989,25.7,92.2,6.6,100,A,Excellent
7762,20,89.8,4.6,98.6,A,Excellent
6225,18.6,76.8,4.9,96.6,A,Excellent
8061,15.7,87.5,5.6,96.9,A,Excellent
9011,17.4,75.2,7,97.2,A,Excellent
7747,24.9,82.7,3.4,100,A,Excellent
2956,27.2,92.7,3.9,100,A,Excellent
1778,14.7,77.1,6.9,84.3,B,Good
3965,10.7,73.8,4,80.3,B,Good
8734,1.8,78.1,9.7,54.5,D,Poor
3883,2.1,81,5.5,31,F,Poor
10,7.86,69.47,9.6,52.86,D,Poor
483,3.8,88.3,6.5,67.7,C,Average
1341,16.1,89.6,5.9,97.5,A,Excellent
3828,18.4,89.4,6.6,83.1,B,Good
6982,24.2,92.2,2,100,A,Excellent
4018,19.9,76.4,5.2,100,A,Excellent
4230,15.1,74.4,9.9,76.1,B,Good
2628,19.9,84.4,5.7,88,A,Good
2331,12.9,96.6,3.5,89.9,A,Good
4393,17.3,87.9,5.4,79.9,B,Good
8575,14,68.6,5.1,67.3,C,Average
5428,14.9,84.9,1.4,96.2,A,Excellent
5803,12.1,66.9,6.8,94.3,A,Excellent
6374,23.9,90.7,7,96.9,A,Excellent
8461,9.7,90.1,6.5,67.7,C,Average
4248,30.4,100,6.9,100,A,Excellent
8490,9.9,57.8,3.3,86.7,A,Good
2962,10.7,82.2,4.2,80.5,B,Good
3608,22.6,82.7,5.4,100,A,Excellent
8502,11.8,82.1,6.5,67.8,C,Average
8861,17.1,87.8,6.3,94.5,A,Excellent
8043,4.9,98.1,5.9,71.8,B,Average
742,6,71.4,6.4,92.3,A,Excellent
4350,11.1,99.8,4.5,83.5,B,Good
1718,16.3,94.2,4.6,89.7,A,Good
7771,21.2,83.4,4.9,100,A,Excellent
211,19,88,7.3,95.5,A,Excellent
4035,9.3,75.5,2.4,73.3,B,Average
5409,13.6,57.4,8.3,100,A,Excellent
3230,14.7,98.1,3.3,94.2,A,Excellent
6113,18.4,89.6,3.6,99,A,Excellent
2150,3.5,82.6,3.2,46.1,D,Poor
915,14.3,78.7,8.5,89.4,A,Good
406,19.4,67.1,6.5,88.6,A,Good
2447,17.1,93,5.7,100,A,Excellent
82,22.39,71.07,7.76,84.48,B,Good
1440,20.1,81.6,5.4,95.8,A,Excellent
5533,24.2,83.3,6.4,100,A,Excellent
722,3,91.5,9.1,46.6,D,Poor
1950,14.6,95.7,6.9,68.6,C,Average
7002,2.6,86.6,4.8,62.7,C,Average
8199,30.4,82.3,9.5,100,A,Excellent
3590,12.2,78.1,8.6,100,A,Excellent
7112,16.1,79.1,7.6,87.4,A,Good
1325,15.5,74.7,6.4,86.5,A,Good
6306,21.8,67.5,5.8,100,A,Excellent
3693,23.5,86.4,7.4,96.4,A,Excellent
6291,13.3,87,2.3,77.3,B,Good
949,14.7,83.8,5.3,90.8,A,Excellent
2156,10.7,76,5.1,74.4,B,Average
780,19.3,83.8,5.6,100,A,Excellent
5030,15.1,74.6,4.3,96.8,A,Excellent
1620,23,74.3,5,100,A,Excellent
1485,16.6,87.7,4.5,92.6,A,Excellent
205,5.4,78.4,6.4,63,C,Average
7967,22.2,90.6,5.6,98.2,A,Excellent
3924,3.7,91.9,7,60.8,C,Average
7024,15.2,78,2.7,80.2,B,Good
3402,19,89.7,4.5,85.9,A,Good
963,16.4,90.9,6.2,80.7,B,Good
2432,7.9,86.9,9.3,79.6,B,Good
8374,0,86.5,7.3,54.3,D,Poor
3673,7,85.8,7,72.7,B,Average
4812,1.6,86.7,6.1,55,C,Poor
8878,6.4,83.5,3.7,64.5,C,Average
4423,23.8,82.2,6.6,100,A,Excellent
4943,15.6,66.3,6.6,85.7,A,Good
7787,15.7,85.1,5.5,99.7,A,Excellent
4091,7.3,74.1,9.6,69.1,C,Average
7482,17.1,76.6,9.4,88.2,A,Good
8016,24.4,91.2,5.2,100,A,Excellent
2993,15.5,85.7,4.8,88.5,A,Good
4668,26.7,76.6,6.1,100,A,Excellent
6534,23.8,87.3,3.8,100,A,Excellent
6492,8.7,98.6,5,59.7,C,Poor
3676,15.5,95.3,4.1,80.9,B,Good
6463,13.8,79.6,8.3,86.4,A,Good
5388,4.4,87.8,5.3,58.8,C,Poor
2201,27.6,90,6.5,99.2,A,Excellent
2638,21.6,95.2,5.2,100,A,Excellent
8360,10.9,79.9,5.4,78,B,Good
6337,19.8,100,4.5,100,A,Excellent
8815,17.2,87.9,5.4,72.9,B,Average
270,15.9,79.9,1.7,83.5,B,Good
5038,10.2,94.5,6.3,95.6,A,Excellent
8352,11.1,75.5,2.7,90.4,A,Excellent
8637,23.9,82.3,8,100,A,Excellent
1655,17.4,72.5,5.8,96.9,A,Excellent
1502,11.1,81.1,6.4,80.1,B,Good
6604,18,95.1,7.1,100,A,Excellent
2511,18.4,75.5,6.3,100,A,Excellent
5850,11,100,6.8,66.2,C,Average
2978,9.1,82.7,4,94.6,A,Excellent
8402,23.2,72.6,5.3,96.8,A,Excellent
9042,17.1,90.3,5.5,98.4,A,Excellent
2382,8.3,90.3,2.9,80.8,B,Good
7791,15.8,94.5,6.3,71.6,B,Average
7558,14.9,89,7.8,97,A,Excellent
3908,5.2,83.5,5.9,45.8,D,Poor
1268,8.7,58.9,6.9,65.2,C,Average
1387,24.1,71.3,3.9,100,A,Excellent
2372,11.2,92,2.8,77.5,B,Good
4750,15.7,77.8,3.1,98.8,A,Excellent
31,24.65,60.82,1.9,52.6,D,Poor
160,24.09,65.24,9.85,50.19,D,Poor
3145,18,80.1,7.5,99.4,A,Excellent
6952,23.2,78.6,7.7,100,A,Excellent
8958,12.5,98.5,5.9,84.4,B,Good
1692,11.7,84.4,5.1,72.3,B,Average
6124,16.5,98.3,9.8,86.3,A,Good
8946,14,82.9,4.8,76.8,B,Good
3249,16.6,77.9,5.6,89.2,A,Good
2587,5.8,94.8,6.8,52.5,D,Poor
8372,8.6,90.9,4.9,62.5,C,Average
6949,12.4,93.1,5.3,67,C,Average
6229,20.8,90.1,5.3,93,A,Excellent
5611,19.6,73.9,8.1,100,A,Excellent
6378,15.5,73.8,7,88.5,A,Good
206,8.4,87.1,8.2,70.2,B,Average
5652,15.6,83,4.7,77.8,B,Good
2463,18.4,80.8,4.3,100,A,Excellent
2184,24.6,94.4,4.5,100,A,Excellent
